Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code
Alchemilla arvensis,(L.) Scop.,,field parsley-piert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Alchemilla,arvensis,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-02-25,Andrew Simon,iNat:5178091,Aphanes arvensis and A. occidentalis syn. as Alchemilla arvensis,866483,VAS
Alchemilla occidentalis,ex Torr. & A.Gray,,western parsley-piert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Alchemilla,occidentalis,,,,native,S5,,confirmed,observed,1983-05-01,Gerald B. Straley,UBC,V178669,,2019-02-24,Andrew Simon,iNat:20739000,"Coon Bay; exposed, grassy rocky areas above sea; Aphanes arvensis and A. occidentalis syn. as Alchemilla arvensis",1452907,VAS
Allium acuminatum,Hook.,,Hooker's onion,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,Allieae,Allium,acuminatum,,,,native,S5,,confirmed,observed,1958-05-18,W. M. Bird,UBC,V80091,,2016-05-25,Adam Huggins,iNat:3318703,,59782,VAS
Allium amplectens,Torr.,,slimleaf onion,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,Allieae,Allium,amplectens,,,,native,S3 (2019),,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-14,Sarah Tweedale,iNat:6249542,,60267,VAS
Allium cernuum,Roth,,nodding onion,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,Allieae,Allium,cernuum,,,,native,S5,,confirmed,observed,1996-05-21,"Jenifer Penny, Charlotte Norris, & Harvey Janszen",RBCM,V178592,1949627030,2016-05-25,Adam Huggins,iNat:3318682,,116364,VAS
Allium vineale,L.,,field garlic,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,Allieae,Allium,vineale,,,,exotic,unlisted,,new 2019,observed,2022-06-09,Frank Lomer,UBC,19224,,2019-06-26,Adam Huggins,iNat:27844109,,75371,VAS
Allotropa virgata,Torr. & A. Gray,,candystick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Allotropa,virgata,,,,native,S4,,confirmed,observed,1982-06-05,Harvey Janszen,RBCM,V119983,1949568884,2018-05-10,Andrew Simon,iNat:12345119,matsutake associate,62481,VAS
Alnus rubra,Bong.,,red alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,rubra,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2012-02-05,Ian Guthrie,iNat:4171727,,56034,VAS
Alopecurus geniculatus,L.,,water meadow-foxtail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Alopecurus,geniculatus,,,,exotic,unlisted,,confirmed,observed,1975-08-15,Angela Wood,RBCM,V097685,1949546729,2022-06-12,Andrew Simon,iNat:121538413,Wet farm field sec-L-57,71140,VAS
Alopecurus pratensis,L.,,meadow-foxtail,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Alopecurus,pratensis,,,,exotic,unlisted,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113802,1949562841,2022-07-07,Adam Huggins,iNat:125219486,Meadow and farm fields,71141,VAS
Amaranthus powellii,S. Watson,,Powell's amaranth,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Amaranthoideae,,Amaranthus,powellii,,,,exotic,unlisted,,confirmed,observed,1905-06-20,Harvey Janszen,RBCM,V113852,1949562824,2016-07-31,Andrew Simon,iNat:3786981,,75398,VAS
Ambrosia chamissonis,(Less.) Greene,,silver burweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Heliantheae,Ambrosia,chamissonis,,,,native,S5,,new 2016,observed,,,,,,2016-06-05,Andrew Simon,iNat:3404260,,71135,VAS
Amelanchier alnifolia,Lindl.,,saskatoon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Amelanchier,alnifolia,,,,native,S5,,confirmed,observed,1980-03-29,Hans Roemer,ER 128 Inventory,,,2015-03-13,Lauren Magner & Andrew Simon,iNat:2580241,,75415,VAS
Amsinckia menziesii,(Lehm.) A. Nelson & J.F. Macbr.,,small-flowered fiddleneck,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,Cynoglosseae,Amsinckia,menziesii,,,,native,S5,,confirmed,observed,1984-06-02,Harvey Janszen,RBCM,V129555,1949578498,2017-04-30,Andrew Simon,iNat:6047543,Bellhouse; dry hayfield,55436,VAS
Anaphalis margaritacea,(L.) Benth. & Hook.f.,,pearly everlasting,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,iNat:2564129,,52833,VAS
Andromeda polifolia var. polifolia,L.,,bog-rosemary,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Vaccinioideae,Andromedeae,Andromeda,polifolia,,,polifolia,native,S4,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,239202,VAS
Angelica genuflexa,Nutt.,,kneeling angelica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Selineae,Angelica,genuflexa,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,75450,VAS
Anisocarpus madioides,Nutt.,,woodland tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Anisocarpus,madioides,,,,native,S5,,confirmed,observed,1986-08-17,William J. Crins,UBC,V190868,,2015-05-14,Andrew Simon,iNat:2617714,reported as Madia madioides,53137,VAS
Anthemis cotula,L.,,stinking chamomile,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Anthemis,cotula,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,52841,VAS
Anthoxanthum aristatum ssp. aristatum,Boiss.,,annual vernalgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Anthoxanthum,aristatum,,aristatum,,exotic,unlisted,,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113759,1949562820,2015-05-04,Lauren Magner & Andrew Simon,iNat:2569330,,79576,VAS
Anthoxanthum odoratum,L.,,sweet vernalgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Anthoxanthum,odoratum,,,,exotic,unlisted,,confirmed,observed,1975-06-07,Angela Wood,RBCM,V097414,1949546363,2015-04-21,Andrew Simon,iNat:2567283,,75475,VAS
Anthriscus caucalis,M. Bieb.,,bur chervil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Scandiceae,Anthriscus,caucalis,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-04-23,Andrew Simon,iNat:3027391,,52846,VAS
Antirrhinum majus,L.,,snapdragon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Antirrhinum,majus,,,,exotic,unlisted,,new 2019,observed,,,,,,2019-05-29,Larissa Marie,iNat:26035340,,1229777,VAS
Aphyllon californicum ssp. californicum,(Cham. & Schltdl.) A. Gray,,California broomrape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Orobancheae,Aphyllon,californicum,,californicum,,native,S4,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Reported as Orobanche californica,802465,VAS
Aphyllon purpureum,(A. Heller) Holub,,western one-flowered broomrape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Orobancheae,Aphyllon,purpureum,,,,native,S5,,confirmed,observed,1961-05-08,J. A. Calder,UBC,V224992,,2007-05-04,Karolle Wall,iNat:5672024,Reported as Orobanche uniflora,739040,VAS
Apocynum androsaemifolium,L.,,spreading dogbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Apocynoideae,Apocyneae,Apocynum,androsaemifolium,,,,native,S5,,reported,unobserved,1984-06-02,Harvey Janszen,RBCM,V129556,,,,,Hydro cut line on Montague Harbour Road,47359,VAS
Aquilegia formosa,Fisch. ex DC.,,western columbine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,Aquilegia,formosa,,,,native,S5,,confirmed,observed,1979-06-08,Harvey Janszen,RBCM,V097819,,2020-04-24,Andrew Simon,iNat:43252959,gorge between Mt Galiano and Mt Sutil,48244,VAS
Arabis eschscholtziana,Andrz.,,Eschscholtz's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabideae,Arabis,eschscholtziana,,,,native,S5,,confirmed,observed,1930-04-14,William Newcombe,RBCM,V025791,1949475366,2016-04-23,Andrew Simon,iNat:3028222,,75494,VAS
Arbutus menziesii,Pursh,,arbutus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arbutus,menziesii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2003-11-03,Larry Halverson,iNat:192850865,,51046,VAS
Arceuthobium douglasii,Engelm.,,Douglas' dwarf mistletoe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Santalales,,,Santalaceae,,Visceae,Arceuthobium,douglasii,,,,native,S4S5,,new 2016,observed,,,,,,2016-03-20,"Alison, Laura and Malcolm Colwell",iNat:2809040,FL - doubtful; confirm,75500,VAS
Arctium lappa,L.,,greater burdock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Arctium,lappa,,,,exotic,unlisted,,new 2020,observed,,,,,,2020-08-10,Sylvie Hawkes,iNat:62565821,,75501,VAS
Arctium minus,(Hill.) Bernh.,,common burdock,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,Cardueae,Arctium,minus,,,,exotic,unlisted,,confirmed,observed,1975-01-01,Harvey Janszen,RBCM,?,,2015-07-08,Lauren Magner & Andrew Simon,iNat:2563307,,59570,VAS
Arctostaphylos × media,Greene,,northwestern manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,,Arctostaphylos × media,,,native,S4,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Stockade Hill,181436,VAS
Arctostaphylos columbiana,Piper,,hairy manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,columbiana,,,,native,S5,,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103511,,2006-09-30,Karolle Wall,iNat:97172666,,75505,VAS
Arctostaphylos uva-ursi,(L.) Spreng.,,kinnikinnick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-08-14,Adam Huggins,iNat:3889075,,68049,VAS
Arenaria serpyllifolia var. serpyllifolia,L.,,thyme-leaved sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,Arenarieae,Arenaria,serpyllifolia,,,serpyllifolia,exotic,unlisted,,reported,unobserved,1979-06-28,Harvey Janszen,RBCM,V097814,1949546763,,,,reported as Arenaria serpyllifolia var. serpyllifolia (V097814),80373,VAS
Argentina pacifica,(Howell) Rydb,(Howell) Rousi,Pacific silverweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Argentina,pacifica,,,,native,S5,,confirmed,observed,1974-07-14,S. Keene,RBCM,V104942,1949553646,2015-03-04,Andrew Simon,iNat:2566457,"reported as Argentina anserina (V104942); H. Janszen also reports P. egedii (RBCM V097827), a segregate of P.anserina that is not recognized by the FPNW2",524900,VAS
Armeria maritima,(Mill.) Willd.,,thrift,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Plumbaginaceae,,,Armeria,maritima,,,,exotic,S4,,new 2017,observed,,,,,,2017-04-14,Kris Krüg,iNat:5705865,,60476,VAS
Arrhenatherum elatius ssp. elatius,(L.) P. Beauv. ex J. Presl & C. Presl,,tall oatgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Arrhenatherum,elatius,,elatius,,exotic,unlisted,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113797,1949562858,2023-05-01,Myung Jin (John) Kang,iNat:158696896,reported as Arrhenatherum elatius var. elatius (V113797); Retreat Cove; meadow,239373,VAS
Artemisia campestris ssp. pacifica,L.,(Nutt.) H.M. Hall & Clem.,northern wormwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,campestris,,pacifica,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2021-05-01,Andrew Simon,iNat:79112170,Rocks immediately along shore. Look on headlands just seaward of Juniperus maritima forests.,361656,VAS
Artemisia suksdorfii,Piper,,Suksdorf's mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Artemisia,suksdorfii,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-31,Adam Huggins,iNat:3779806,,75597,VAS
Asplenium trichomanes ssp. trichomanes,L.,,maidenhair spleenwort,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Aspleniaceae,,,Asplenium,trichomanes,,trichomanes,,native,S5,,new 2016,observed,,,,,,2016-06-27,Adam Huggins,iNat:3536017,,79637,VAS
Athyrium filix-femina ssp. cyclosorum,(L.) Roth ex Mertens,(Rupr.) C. Chr.,western lady fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,Athyriaceae,,,Athyrium,filix-femina,,cyclosorum,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-04-04,Andrew Simon,iNat:2567709,,61002,VAS
Athysanus pusillus,(Hook.) Greene,,common sandweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabideae,Athysanus,pusillus,,,,native,S5,,confirmed,observed,1978-03-27,Harvey Janszen,RBCM,V097781,1949546842,2020-04-09,Andrew Simon,iNat:41788597,,58069,VAS
Atriplex dioica,Raf.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,dioica,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-19,Andrew Simon,iNat:3495353,H. Janszen (2001) reports syn. Atriplex subspicata,75701,VAS
Atriplex prostrata,Bouchér ex DC.,,thinleaf orach,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,Chenopodioideae,Atripliceae,Atriplex,prostrata,,,,exotic,unlisted,,new 2015,observed,,,,,,2015-08-05,Andrew Simon,iNat:2599838,,60176,VAS
Avena fatua,L.,,wild oat,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Avena,fatua,,,,exotic,unlisted,,new 2022,unobserved,2022-06-14,Frank Lomer,UBC,13044,,,,,,52698,VAS
Avena sativa,L.,,common oat,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Avena,sativa,,,,exotic,unlisted,,confirmed,observed,1981-07-16,Harvey Janszen,RBCM,V113801,1949562868,2022-07-08,Adam Huggins,iNat:125381639,ruderal waif,57156,VAS
